2014/4/8,,191,1,929,６００Ｖ　ＣＶケーブル　３．５ｍｍ２ ４Ｃ,1,,56,6,235,13160,,2,1,2
2014/4/8,,191,1,934,６００Ｖ　ＣＶケーブル　５．５ｍｍ２ ４Ｃ,24,矢崎電線,30,6,329,9870,,2,1,2
2014/4/8,,191,1,756,ＰＦ管１６　ベージュ　５０ｍ,1,,2,10,2350,4700,9080,2,1,2
2014/4/8,,191,1,183,ＶＶＦケーブル　２．０ｍｍ ２Ｃ,22,昭和電線,100,6,72,7200,,2,1,2
2014/4/8,,192,1,1272,ＶＶＦケーブル　１．６ｍｍ ２Ｃ,22,昭和電線,200,6,39,7800,,2,1,2
2014/4/8,,192,1,183,ＶＶＦケーブル　２．０ｍｍ ２Ｃ,22,昭和電線,200,6,72,14400,,2,1,2
2014/4/8,,192,1,182,ＶＶＦケーブル　１．６ｍｍ ３Ｃ,1,,100,6,74,7400,,2,1,2
2014/4/8,,192,1,184,ＶＶＦケーブル　２．０ｍｍ ３Ｃ,1,,200,6,111,22200,,2,1,2
2014/4/8,,190,1,10,ＬＥＤペンダントライト,1,,5,2,5500,27500,12800,1,1,3
2014/4/8,,190,1,391,避難口誘導灯表示板,1,,1,5,980,980,2800,1,1,3
2014/3/31,,178,1,79,ウォールコーナー　７７,1,,1,3,475,475,950,1,1,3
2014/3/20,,136,1,772,ワゴンモール　ＯＰ３型　１ｍ　グレー,1,,1,4,468,468,750,1,1,3
2014/3/20,,136,1,767,モール用スイッチボックス１ケ用(カベ白),1,,1,3,248,248,440,1,1,3
2014/3/20,,136,1,499,埋込接地コンセント,2,,1,3,152,152,250,1,1,3
2014/3/20,,182,1,803,モールテープ　２号,1,,1,8,486,486,940,1,1,3
2014/3/20,,182,1,399,パイプファン(格子、標準型),1,,1,2,4005,4005,8900,1,1,3
2014/3/20,,182,1,960,屋外フード　２０Ｃｍ用　樹脂製　防鳥網付,1,,1,3,990,990,2100,1,1,3
